CATATAN PENGELUARAN;;;;;
Tahun 2018;;;;;
Tanggal : 01 Desember 2018 s/d 31 Desember 2018 ;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
26;"Pembayaran belanja Pegawai (Belanja Tunjangan Tambahan Penghasilan
Guru PNS) pada Bulan Desember 2018 sesuai SK NO 92 Tahun 2018 Tanggal 05 Desember 2018, SPP NO 00200 Tanggal 06 Desember 2018";Rp237.500;GAJI LAINNYA;12;2018
27;"Pembayaran belanja barang pada bulan November 2018 sesuai SK NO 01
Tahun 2018 Tanggal 02 Januari 2018 SPP NO 00197 Tanggal 06 Desember
2018";Rp289.750;NON GAJI;12;2018
28;"Pembayaran belanja Pegawai (Tunjangan Kinerja PNS Pada Bulan November
2018) Untuk Indra S.Sos dkk 4 orang pegawai SPP NO 00178 Tanggal 06
Desember 2018";Rp9.586.020;GAJI LAINNYA;12;2018
29;"Pembayaran uang makan pada Bulan November 2018 untuk Dra Rahmawati
dkk (12 orang pegawai) SPP NO 00193 Tanggal 06 Desember 2018";Rp9.263.100;GAJI LAINNYA;12;2018
30;"Pembayaran belanja barang pada bulan Desember 2018 sesuai SK NO 09
Tahun 2018 Tanggal 16 Januari 2018 SPP NO 00212 Tanggal 11 Desember
2018";Rp712.500;NON GAJI;12;2018
31;"Pembayaran belanja barang pada bulan Juli 2018 s/d  bulan Agustus 2018
sesuai SK NO 01 Tahun 2018 Tanggal 02 Januari 2018 SPP NO 00209
Tanggal 11 Desember 2018";Rp4.883.000;NON GAJI;12;2018
32;"Pembayaran belanja pegawai Tunjangan Kinerja Guru PNS Pada Bulan
Oktober 2016 s/d Bulan Desember 2016 Sesuai SK NO 95 Tahun 2018
Tanggal 06 Desember 2018 SPP NO 00219 Tanggal 12 Desember 2018";Rp24.856.260;GAJI LAINNYA;12;2018
33;"Pembayaran belanja barang pada bulan Desember 2018 sesuai SK NO 11
Tahun 2018 Tanggal 16 Januari 2018 dan SK NO 72 Tahun 2018 Tanggal 03
September 2018 SPP NO 00181 Tanggal 11 Desember 2018";Rp1.600.000;NON GAJI;12;2018
34;"Pembayaran belanja pegawai Tunjangan Kinerja Guru Pns pada Bulan Januari
2017 s/d Bulan Desember 2017 sesuai SK NO 94 Tahun 2018 Tanggal 06
Desember 2018 SPP NO 00207 Tanggal 11 Desember 2018";Rp50.467.830;GAJI LAINNYA;12;2018
35;"Pembayaran belanja barang pada bulan Desember 2018 sesuai SK NO 01
Tahun 2018 Tanggal 02 Januari 2018 SPP NO 00208 Tanggal 11 Desember
2018";Rp2.441.500;NON GAJI;12;2018
36;"Pembayaran belanja barang pada bulan November 2018 sesuai SK NO 11
Tahun 2018 Tanggal 16 Januari 2018 dan SK NO 72 Tahun 2018 Tanggal 03
September 2018 SPP NO 00180 Tanggal 11 Desember 2018";Rp1.600.000;NON GAJI;12;2018
37;"Pembayaran belanja barang pada bulan November 2018 sesuai SK NO 09
Tahun 2018 Tanggal 16 Januari 2018 SPP NO 00211 Tanggal 11 Desember
2018";Rp712.500;NON GAJI;12;2018
38;"Pembayaran belanja barang pada bulan Desember 2018 sesuai SK Kanwil
Kemenag Prov Riau NO 990 Tahun 2018 Tanggal 28 September 2018 SPP
NO 00187 Tanggal 11 Desember 2018";Rp150.000;NON GAJI;12;2018
39;"Pembayaran belanja barang pada bulan September 2018 s/d bulan
November 2018 sesuai SK NO 01 Tahun 2018 Tanggal 02 Januari 2018 SPP
NO 00210 Tanggal 11 Desember 2018";Rp7.324.500;NON GAJI;12;2018
40;"Pembayaran belanja barang pada bulan November 2018 sesuai SK Kanwil
Kemenag Prov Riau NO 990 Tahun 2018 Tanggal 28 September 2018 SPP
NO 00186 Tanggal 11 Desember 2018";Rp150.000;NON GAJI;12;2018
41;"Pembayaran belanja pegawai Tunjangan Kinerja Guru PNS Pada Bulan
Desember 2018 sesuai SK NO 93 Tahun 2018 Tanggal 06 Desember 2018
SPP NO 00214 Tanggal 11 Desember 2018";Rp3.771.090;GAJI LAINNYA;12;2018
42;"Penggantian uang persediaan untuk keperluan belanja Pegawai Pengesahan atas pertanggung jawaban UP/TUP TA 2018 SPP NO 00222 Tanggal 31
Desember 2018";Rp-;GANTI UANG PERSEDIAAN NIHIL;12;2018
43;"Penggantian uang persediaan untuk keperluan belanja barang Pengesahan
atas pertangung jawaban UP/TUP TA 2018 SPP NO 00220 Tanggal 31 Desember 2018";Rp-;GANTI UANG PERSEDIAAN NIHIL;12;2018
44;"Penggantian uang persediaan untuk keperluan belanja barang Pengesahan
atas pertanggung jawaban UP/TUP TA 2018 SPP NO 00221 Tanggal 31 Desember 2018";Rp-;GANTI UANG PERSEDIAAN NIHIL;12;2018
45;"Pembayaran belanja barang sesuai SPD NO B-440/2018 Tanggal 05
Desember 2018 dan SPD NO B-441/2018 Tanggal 05 Desember 2018 SPP NO 00215 Tanggal  11 Desember 2018";Rp3.320.000;NON GAJI;12;2018
46;"Pembayaran belanja barang pada bulan Desember 2018 sesuai SK NO 86
Tahun 2018 Tanggal 23 November 2018 SPP NO 00195 Tanggal 12
Desember 2018";Rp3.400.000;NON GAJI;12;2018
47;"Pembayaran belanja barang pada bulan November 2018 sesuai SK NO 86
Tahun 2018 Tanggal 23 November 2018 SPP NO 00194 Tanggal 12
Desember 2018";Rp3.400.000;NON GAJI;12;2018
48;"Pembayaran belanja barang pada bulan Desember 2018 sesuai SK Kepala
MAN 1 Rokan Hilir No 62-66 Tahun 2017 Tanggal 31 Desember 2017 SPP
NO 00218 Tanggal 11 Desember 2018";Rp8.500.000;NON GAJI;12;2018
49;"Pembayaran belanja Pegawai Tunjangan Kinerja Guru PNS pada bulan
Januari s/d bulan November 2018 sesuai SK NO 93 Tahun 2018 Tanggal 06
Desember 2018 SPP NO 00213 Tanggal 11 Desember 2018";Rp37.378.530;GAJI LAINNYA;12;2018
